layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12,layer_13,layer_14,layer_15,layer_16,layer_17,layer_18,layer_19,layer_20,layer_21,layer_22,layer_23,layer_24,layer_25,layer_26,layer_27
"[-3.86044979e-01  2.32168019e-01 -7.84969330e-02  0.00000000e+00
 -1.63043737e-01 -1.09147191e-01  1.49667263e-04 -2.17497826e-01
  2.11060047e-04 -1.02449656e-02 -5.29289246e-05 -5.74436188e-02]","[ 0.00168663  0.00189769 -0.16044426 -0.07043523 -0.0022226  -0.11091614
 -0.16508412 -0.06914306 -0.19572258 -0.03396291 -0.00980961 -0.09436613]","[ 0.00343257  0.00898135 -0.00538707  0.00242257  0.00500613 -0.00114197
 -0.03693801 -0.00083745 -0.00174558 -0.01138419 -0.00234389 -0.0026353 ]","[ 2.53319740e-05 -7.46309757e-04 -1.59859657e-04 -1.19209290e-06
 -8.14300776e-03  3.93247604e-03 -7.16234446e-02 -7.35239983e-02
 -2.26454735e-02  8.88079405e-03  2.31535435e-02 -1.02453113e-01]","[-8.25704336e-02 -1.79837942e-02  6.73472881e-04 -8.05329680e-02
 -1.75972581e-02 -9.60296392e-03 -2.85458565e-03 -6.15715981e-05
  7.91311264e-04  5.05149364e-04 -5.92505932e-03  5.48779964e-04]","[-8.31207037e-02 -2.64561176e-03 -4.97212410e-02 -9.67760086e-02
 -1.41617477e-01 -2.46874690e-01  1.96815729e-02  1.50531530e-03
  2.65538692e-04  2.00271606e-05 -4.66346741e-04 -3.74889374e-03]","[-3.10062766e-02 -2.09879875e-03 -2.21610069e-04  1.94847584e-04
 -9.70083475e-03 -2.06393003e-03 -1.26067400e-02  2.74479389e-04
  3.88026237e-05  1.00111961e-03 -4.37152386e-03 -6.92903996e-04]","[-0.00276154  0.00629646 -0.01696479  0.00016457 -0.08234346 -0.00876957
 -0.06174159  0.00263029  0.00397158 -0.05617023  0.00100356 -0.07357311]","[-1.55431032e-03 -9.65595245e-05  9.09608603e-03 -2.49385834e-04
 -3.58122587e-03  7.17616081e-03  3.90613079e-03  1.42389536e-03
  2.06351280e-04 -1.04451180e-03  5.21481037e-04  1.40887499e-03]","[-0.00051975 -0.00023592  0.010629   -0.00252831  0.00364381  0.03335041
 -0.04149246 -0.03319186 -0.032309   -0.02172905 -0.00577074 -0.00766498]","[-0.01218647 -0.00588143 -0.00691229 -0.00775844 -0.02656651 -0.0063405
 -0.05516928 -0.00657231  0.00451487 -0.03056616  0.01108307  0.00649869]","[-0.02094334 -0.01404279  0.00516886  0.01048887  0.00013041  0.02190763
 -0.07081044 -0.03229451  0.00577307  0.01156622 -0.0993281  -0.10962772]","[-0.02618283  0.1939438   0.01777697  0.05681103 -0.03696555 -0.02909744
 -0.00140113  0.00075662 -0.00049013  0.00587904  0.00048172  0.00206292]","[-0.00035781  0.05179042 -0.00116539 -0.00729179  0.00054741 -0.01144111
 -0.01243728  0.01111752 -0.00904334 -0.00184733  0.00121784  0.023929  ]","[ 0.02018094  0.01575553  0.0819481   0.20340943  0.02742594  0.00072432
  0.11556536 -0.00533676 -0.01316768  0.00723475 -0.08468711 -0.00404286]","[ 0.02621925  0.08573675  0.04851019  0.01288986 -0.05407709  0.00148207
 -0.01647395  0.          0.00227416 -0.00367546  0.00079054  0.00175983]","[ 0.08866382  0.03885806  0.14315301  0.01769608  0.01807332  0.01315451
  0.01802438  0.00764346  0.00250292 -0.00671667  0.04580742  0.11402005]","[ 0.00210029  0.04609966 -0.00347191  0.0153479  -0.00314766 -0.00695199
  0.00475949 -0.0145421  -0.00285184 -0.01916999 -0.04316103 -0.01582366]","[-6.01410866e-04  9.29510593e-03 -7.38501549e-04 -3.65580916e-02
 -9.74363089e-03  1.50057673e-02  4.40478325e-05  2.28663087e-02
  8.28504562e-06  1.72984600e-02 -1.89244747e-04 -2.42048502e-03]","[ 0.02448553  0.01099747 -0.0133279   0.27518022  0.0267728   0.00519419
 -0.00350279  0.01275778  0.00695562 -0.00594521 -0.0006246   0.00178421]","[ 9.66358185e-03  4.35804605e-01  1.79809332e-02  4.10616398e-03
  3.04285288e-02 -2.50750780e-03 -8.11612606e-03  8.28081369e-03
  2.50756741e-04  7.38412142e-03  9.11927223e-03  4.46277857e-03]","[ 0.03289962  0.00358844 -0.00519025  0.00469685  0.01602125  0.02979177
  0.04557484  0.05227357  0.02349001  0.08808243  0.03977305  0.03513563]","[-0.00158399  0.04224992  0.00422055 -0.03197163 -0.00352734  0.09480351
  0.02666622  0.12487805  0.01493847  0.0021745   0.08973706  0.05617833]","[ 2.52001822e-01  4.24612284e-01  3.18620801e-01  8.91738534e-02
  1.04108810e-01  1.87601447e-02 -9.52321291e-03 -5.80471754e-03
  2.23236382e-01 -4.77021933e-03  1.35540962e-04 -5.18506765e-03]","[-0.00984299  0.00218481 -0.00482887  0.00391114 -0.00030166  0.03519005
  0.0939377   0.01125157  0.05093408  0.06214458  0.14983934  0.0371592 ]","[-0.01481545  0.00871146  0.02891409 -0.00183898  0.07508814  0.01799792
  0.07241178 -0.0004741   0.01506054  0.04113925  0.00839531  0.08825552]","[0.03055769 0.2445032  0.11543721 0.0911113  0.22575277 0.04230678
 0.07748193 0.06823832 0.13339275 0.10939032 0.01767504 0.05864203]","[ 0.10398841  0.08203405  0.09556967  0.0818727   0.06194973  0.14038688
  0.10413665  0.107216    0.06830972 -0.0082072   0.02058315  0.1375342 ]"
"[-3.86029541e-01  2.32168019e-01 -7.90451765e-02  0.00000000e+00
 -1.63064718e-01 -1.09161735e-01  1.49667263e-04 -2.17750549e-01
  2.11536884e-04 -1.02311969e-02 -4.72664833e-05 -5.74354529e-02]","[ 0.00168729  0.00190198 -0.15987492 -0.07030165 -0.00221628 -0.11058903
 -0.1640358  -0.06867242 -0.19559669 -0.033732   -0.00975066 -0.0958873 ]","[ 0.00350094  0.00916457 -0.00493968  0.0025481   0.00562507 -0.00111836
 -0.03570271 -0.00078923 -0.00172925 -0.01114732 -0.00226033 -0.00262356]","[ 2.76565552e-05 -7.30514526e-04 -1.55985355e-04  1.90734863e-06
 -8.09365511e-03  4.01073694e-03 -7.14126825e-02 -7.37385750e-02
 -2.20245719e-02  7.76761770e-03  2.24518776e-02 -1.01884604e-01]","[-8.31735730e-02 -1.83306336e-02  6.70313835e-04 -7.90991187e-02
 -1.78894997e-02 -1.06009841e-02 -2.87944078e-03 -6.03795052e-05
  5.40852547e-04  4.32550907e-04 -5.75006008e-03  7.11083412e-04]","[-8.36339593e-02 -2.80475616e-03 -5.02031446e-02 -9.71658230e-02
 -1.42172813e-01 -2.47187376e-01  1.96907520e-02  9.20414925e-04
  2.52485275e-04  2.21729279e-05 -4.63247299e-04 -3.85516882e-03]","[-3.13321352e-02 -2.06154585e-03 -3.39090824e-04  2.65419483e-04
 -9.84710455e-03 -2.07978487e-03 -1.33603811e-02  3.55958939e-04
 -9.17911530e-06  1.05422735e-03 -4.87536192e-03 -6.51597977e-04]","[-0.00339013  0.00571483 -0.01699585  0.00017387 -0.08185863 -0.00807977
 -0.06186533  0.00249457  0.00389802 -0.05636072  0.00084645 -0.07308435]","[-0.00143743 -0.0004285   0.00924355 -0.00025541 -0.00369006  0.0067215
  0.00356448  0.00166982 -0.00128871 -0.00078511  0.00060022  0.00150907]","[-0.00052428  0.00011027  0.01071966 -0.0025987   0.00360954  0.03320873
 -0.04192132 -0.03310978 -0.03240287 -0.02160305 -0.00593567 -0.00820541]","[-0.01155984 -0.00583482 -0.00716776 -0.00771296 -0.02540857 -0.00648344
 -0.05631506 -0.00709128  0.00471622 -0.03082895  0.01149005  0.00623298]","[-0.02077854 -0.01436198  0.00437617  0.01020515 -0.00022733  0.02123177
 -0.07148993 -0.02986002  0.00580883  0.01033616 -0.10358787 -0.11010081]","[-0.02624905  0.18092352  0.01446158  0.05667055 -0.03833747 -0.02848619
 -0.00164014  0.00063837 -0.00058442  0.00594902  0.00054657  0.00207031]","[-0.0003866   0.0483188  -0.00115681 -0.00707203  0.0005275  -0.01072395
 -0.01176125  0.00751054 -0.00947303 -0.00147367  0.00109649  0.02025831]","[ 0.02002674  0.0166716   0.0803327   0.19964886  0.02630043  0.00062811
  0.11284447 -0.0044874  -0.01250327  0.00683755 -0.08130014 -0.00352585]","[ 0.02518636  0.08289891  0.04505229  0.0121401  -0.05732673  0.00153297
 -0.01569599  0.          0.00308275 -0.00345558  0.00153857  0.00189942]","[ 0.08540046  0.03722692  0.14118367  0.02004063  0.01730323  0.01288664
  0.01849049  0.00756997  0.00276816 -0.00538868  0.04561538  0.11361557]","[ 0.00185817  0.04731256 -0.00356531  0.01468956 -0.00297862 -0.00686842
  0.00493306 -0.01353937 -0.00286692 -0.01928294 -0.04462814 -0.01561326]","[-3.14891338e-04  8.47780704e-03 -8.50379467e-04 -3.85591388e-02
 -9.93794203e-03  1.48600936e-02 -4.49419022e-04  2.18817592e-02
  2.38418579e-05  1.62708759e-02 -1.85072422e-04 -2.21210718e-03]","[ 0.0224641   0.00995964 -0.01313943  0.25799549  0.02177411  0.00400674
 -0.00350791  0.01283801  0.00679457 -0.00571328 -0.00079381  0.00183588]","[ 0.00601745  0.41047686  0.01798612  0.00312638  0.02527457 -0.00398797
 -0.01001674  0.00724494  0.00064427  0.00345981  0.00734276  0.00370371]","[ 0.03208184  0.00310552 -0.00481594  0.00411582  0.01621383  0.02767491
  0.04087174  0.04945028  0.02357376  0.08468312  0.03732991  0.02971637]","[-0.00165302  0.04023755  0.00424439 -0.03142476 -0.0047096   0.08381659
  0.02472621  0.10094428  0.01370388  0.00165868  0.07495344  0.04888552]","[ 1.99389577e-01  3.49469423e-01  2.74759889e-01  7.65092969e-02
  9.04197097e-02  1.72930360e-02 -9.62638855e-03 -6.06960058e-03
  1.77506447e-01 -5.73039055e-03 -1.34289265e-04 -4.35703993e-03]","[-0.0108552   0.00192899 -0.00492495  0.00128806 -0.00162411  0.03549099
  0.08292866  0.01037282  0.04869115  0.06139934  0.14146131  0.03357065]","[-0.01435333  0.00827408  0.02540547 -0.00179279  0.06388849  0.01521379
  0.0663507  -0.00092208  0.01671106  0.04021835  0.00782025  0.09672546]","[0.02775991 0.22823852 0.1063472  0.0828349  0.21523684 0.03905296
 0.07325029 0.06173819 0.12596846 0.10273743 0.01707363 0.05425036]","[ 0.10359168  0.07680488  0.09130877  0.07636791  0.05678493  0.14913857
  0.09514982  0.09249204  0.06165302 -0.00832665  0.02061427  0.1305933 ]"
"[-3.86037827e-01  2.32168019e-01 -7.90978074e-02  0.00000000e+00
 -1.63051844e-01 -1.09141707e-01  1.49726868e-04 -2.17498779e-01
  2.11238861e-04 -1.02064610e-02 -4.66704369e-05 -5.74483871e-02]","[ 0.00168955  0.00189972 -0.16002083 -0.07026851 -0.00221741 -0.11040497
 -0.16418242 -0.06878734 -0.19599986 -0.03477514 -0.00960994 -0.09292787]","[ 0.00348884  0.00914836 -0.00515616  0.00230628  0.00572461 -0.00111103
 -0.03562045 -0.00076079 -0.00172716 -0.01115459 -0.00224912 -0.00264001]","[ 6.27040863e-05 -7.39634037e-04 -1.69157982e-04  2.98023224e-07
 -8.03971291e-03  3.88896465e-03 -7.11312294e-02 -7.37762451e-02
 -2.21706033e-02  7.73042440e-03  2.28270888e-02 -1.02251828e-01]","[-8.22071433e-02 -1.82117820e-02  6.39796257e-04 -7.87058473e-02
 -1.75309777e-02 -1.04516149e-02 -2.90548801e-03 -5.83529472e-05
  7.19845295e-04  4.01854515e-04 -5.71435690e-03  6.58690929e-04]","[-8.41310024e-02 -2.94071436e-03 -5.01728058e-02 -9.74227190e-02
 -1.43740952e-01 -2.47419238e-01  1.97170973e-02  1.91509724e-03
  2.77459621e-04  2.31266022e-05 -4.75883484e-04 -3.91525030e-03]","[-3.18791270e-02 -2.19237804e-03 -1.45792961e-04  3.34322453e-04
 -9.79864597e-03 -2.06470490e-03 -1.36808753e-02  3.65138054e-04
  2.32458115e-05  1.04218721e-03 -4.72837687e-03 -6.95407391e-04]","[-0.00331724  0.00621754 -0.01700348  0.00017184 -0.0823698  -0.00891292
 -0.06281543  0.00248909  0.00389338 -0.05745363  0.00085169 -0.07415009]","[-0.00141853 -0.00034875  0.00982851 -0.00025547 -0.0036779   0.00703692
  0.00333434  0.00084853 -0.00022662 -0.00066155  0.00054657  0.00128734]","[-0.0005877  -0.00054842  0.01035243 -0.00281543  0.00360805  0.0327428
 -0.0421257  -0.03429586 -0.03214496 -0.02212799 -0.00602579 -0.00881332]","[-0.01179492 -0.00594956 -0.00731254 -0.00823039 -0.02578247 -0.00737822
 -0.06023741 -0.00735551  0.00481695 -0.03235459  0.01145303  0.00678229]","[-0.01925343 -0.01439244  0.00483733  0.01132512 -0.00016755  0.02201396
 -0.07541484 -0.03128564  0.0057236   0.01056272 -0.1084736  -0.11140674]","[-0.02867991  0.17342389  0.01367545  0.05539095 -0.03664827 -0.02944094
 -0.00121528  0.00075418 -0.00040293  0.00596941  0.00066525  0.00218117]","[-0.00028467  0.0464536  -0.00112945 -0.00718093  0.00055909 -0.01077139
 -0.01150429  0.01015925 -0.00940752 -0.0008741   0.00250232  0.02367061]","[ 0.01888895  0.01601022  0.07958931  0.18896919  0.02479339  0.00056404
  0.11038435 -0.00433433 -0.01216     0.00716734 -0.0805198  -0.00353849]","[ 0.02473724  0.08059967  0.04484981  0.012824   -0.04826522  0.00149637
 -0.01565742  0.          0.00345594 -0.00344288  0.00150377  0.00208527]","[ 0.08341581  0.03753459  0.13584518  0.01933748  0.01689333  0.01257342
  0.01843613  0.00746769  0.0023005  -0.00522161  0.04484266  0.10785156]","[ 0.00180459  0.04793584 -0.00451666  0.0140537  -0.00313115 -0.00568527
  0.00464475 -0.01372439 -0.00281632 -0.01953942 -0.04359984 -0.01548415]","[-4.81903553e-04  7.96574354e-03 -9.59396362e-04 -3.68188024e-02
 -9.96857882e-03  1.41676664e-02  2.11715698e-04  2.19219327e-02
 -1.46031380e-05  1.57561898e-02 -7.49230385e-05 -2.24781036e-03]","[ 0.02094817  0.00922394 -0.01285362  0.25322664  0.01939255  0.00375348
 -0.00448269  0.01313436  0.00698507 -0.00568718 -0.00066268  0.00184089]","[ 0.0052098   0.40921599  0.01750165  0.00226092  0.02399629 -0.00419658
 -0.01068974  0.00632322  0.00074106  0.00091803  0.00657892  0.0032109 ]","[ 0.03255254  0.00250816 -0.00500709  0.00430876  0.01492137  0.02779758
  0.03934813  0.0480777   0.02242696  0.07247132  0.0357458   0.02640456]","[-0.00168747  0.03742731  0.0041672  -0.03081238 -0.00660068  0.07418513
  0.02308381  0.08960968  0.01213866  0.00094044  0.06676358  0.04671353]","[ 0.17945725  0.34485346  0.26560587  0.05990773  0.08434039  0.01657891
 -0.00975424 -0.00664175  0.16186661 -0.00510174 -0.00041169 -0.00473303]","[-0.00997192  0.00189018 -0.00494421  0.00679678  0.0023762   0.03663367
  0.07624424  0.00802952  0.04376739  0.05415863  0.13583034  0.03254223]","[-0.01376718  0.00734949  0.02205157 -0.00186133  0.05864602  0.01536679
  0.06219321 -0.00145978  0.01611042  0.04057378  0.00706476  0.09924895]","[0.02279216 0.2192893  0.09978831 0.07621258 0.20643997 0.03340036
 0.06677079 0.0541364  0.11642975 0.09082478 0.01444709 0.05157292]","[ 0.10739368  0.07158959  0.08113229  0.06773913  0.05312681  0.16190249
  0.0850718   0.08173257  0.05666435 -0.00769317  0.02060628  0.12097359]"
"[-3.86042714e-01  2.32168019e-01 -7.89560676e-02  0.00000000e+00
 -1.63020849e-01 -1.09153748e-01  1.49726868e-04 -2.17348099e-01
  2.11238861e-04 -1.02142692e-02 -4.72068787e-05 -5.74610233e-02]","[ 0.00169194  0.00190359 -0.16036892 -0.07026035 -0.00221616 -0.11066341
 -0.16396308 -0.06850505 -0.19607854 -0.03615761 -0.00943917 -0.09329087]","[ 0.00346327  0.00920492 -0.00571597  0.00255072  0.00567406 -0.00115454
 -0.03600484 -0.0007931  -0.0017454  -0.01126271 -0.00228977 -0.00267857]","[ 5.40614128e-05 -7.29978085e-04 -1.70648098e-04  1.58548355e-05
 -7.98863173e-03  3.94529104e-03 -7.16460943e-02 -7.43732452e-02
 -2.22500563e-02  8.06117058e-03  2.26252675e-02 -1.02717876e-01]","[-8.23136568e-02 -1.82561874e-02  6.02424145e-04 -7.80840516e-02
 -1.74289942e-02 -1.00702643e-02 -3.19159031e-03 -5.99026680e-05
  5.85615635e-04  3.73065472e-04 -5.71131706e-03  5.73337078e-04]","[-8.27527642e-02 -2.83247232e-03 -4.94994521e-02 -9.69341993e-02
 -1.41929924e-01 -2.46649265e-01  1.99130774e-02  1.71756744e-03
  2.76088715e-04  2.33650208e-05 -4.77671623e-04 -3.90106440e-03]","[-3.16362381e-02 -2.36296654e-03 -2.06410885e-04  2.89440155e-04
 -9.76294279e-03 -2.03251839e-03 -1.35394931e-02  3.45766544e-04
  4.32729721e-05  1.05029345e-03 -4.83047962e-03 -7.15374947e-04]","[-0.00344539  0.00632119 -0.01694196  0.00017262 -0.08242214 -0.00942647
 -0.0626328   0.00248259  0.00387579 -0.05758357  0.00086564 -0.07438684]","[-0.00134677 -0.0003466   0.00959384 -0.00025743 -0.00369656  0.00728542
  0.00329292  0.00039244 -0.0005942  -0.00059992  0.00053465  0.00138867]","[-0.00061685 -0.00078309  0.01013023 -0.00331819  0.00359207  0.03231406
 -0.04259062 -0.03566492 -0.03295046 -0.02229631 -0.00614017 -0.00909579]","[-0.01178628 -0.00590718 -0.00740409 -0.0082286  -0.02557927 -0.00747919
 -0.06109107 -0.00752002  0.00474834 -0.03201073  0.0113197   0.00669235]","[-0.0198794  -0.01471013  0.00457257  0.01077259 -0.00016373  0.02232182
 -0.07676852 -0.03142142  0.00580853  0.01054806 -0.10937023 -0.11481893]","[-0.02699226  0.17690367  0.01439553  0.05599791 -0.03866005 -0.02858257
 -0.0015856   0.00063843 -0.00057352  0.00598478  0.00070202  0.00215697]","[-0.00033176  0.04702455 -0.0012005  -0.00718158  0.00060296 -0.01118159
 -0.01123977  0.00857133 -0.00939381 -0.00073618  0.00245458  0.02479047]","[ 0.01923299  0.01657635  0.08044213  0.19213581  0.02538806  0.00058806
  0.11303908 -0.00435197 -0.01242292  0.00719804 -0.08178276 -0.00359124]","[ 0.0251891   0.08233762  0.04617417  0.01233494 -0.05312806  0.00151849
 -0.01577193  0.          0.00372052 -0.0034799   0.00160074  0.00199753]","[ 0.08129734  0.03884757  0.13871086  0.01955861  0.01757503  0.01320821
  0.01795411  0.0079509   0.00232005 -0.00502342  0.04527909  0.11173004]","[ 0.00166935  0.04786432 -0.0052489   0.01377279 -0.00319248 -0.00594926
  0.00441623 -0.01374084 -0.00275153 -0.01944631 -0.04380369 -0.0156154 ]","[-5.80906868e-04  7.63535500e-03 -9.56177711e-04 -3.75304222e-02
 -1.01960301e-02  1.39201283e-02  2.94923782e-04  2.22660899e-02
  9.95397568e-06  1.57943368e-02 -4.73260880e-05 -2.14952230e-03]","[ 0.0211876   0.0092001  -0.01296765  0.24606287  0.02024227  0.00322121
 -0.00446069  0.01314998  0.00694162 -0.00563735 -0.00063437  0.00188124]","[ 0.00625664  0.40975541  0.01867718  0.00264454  0.02585167 -0.00358993
 -0.01027119  0.00694007  0.00084245  0.00206459  0.00761944  0.00325495]","[ 0.03322381  0.0027529  -0.00493705  0.00449193  0.01520449  0.02868325
  0.04058057  0.04887235  0.02537638  0.08064228  0.03630722  0.02874655]","[-0.00173694  0.03784025  0.00411433 -0.03231281 -0.00629199  0.07705718
  0.02311122  0.0975827   0.01242363  0.00098294  0.06980008  0.04781616]","[ 0.17608136  0.34153205  0.26315296  0.06299233  0.09262115  0.01773244
 -0.00995207 -0.00627625  0.16176981 -0.00580359 -0.00044805 -0.00495934]","[-0.01055992  0.00185263 -0.00490475  0.00382298  0.00105518  0.03597587
  0.07774651  0.00915736  0.04441476  0.05609065  0.13529593  0.03243208]","[-0.01354331  0.00745225  0.0228101  -0.00184691  0.05771041  0.01540625
  0.06104577 -0.00158763  0.0150106   0.03964704  0.00733918  0.0934912 ]","[0.02346885 0.21716362 0.1008656  0.07660794 0.20617229 0.03464496
 0.06777412 0.05585611 0.1181345  0.0920248  0.01494354 0.05194658]","[ 0.10497284  0.07122028  0.0841977   0.06890178  0.05444968  0.16284674
  0.08369821  0.08219171  0.05711859 -0.00685823  0.02023631  0.11963189]"
"[-3.86037827e-01  2.32168019e-01 -7.90978074e-02  0.00000000e+00
 -1.63051844e-01 -1.09141707e-01  1.49726868e-04 -2.17498779e-01
  2.11238861e-04 -1.02064610e-02 -4.66704369e-05 -5.74483871e-02]","[ 0.00168955  0.00189972 -0.16002083 -0.07026851 -0.00221741 -0.11040497
 -0.16418242 -0.06878734 -0.19599986 -0.03477514 -0.00960994 -0.09292787]","[ 0.00348884  0.00914836 -0.00515616  0.00230628  0.00572461 -0.00111103
 -0.03562045 -0.00076079 -0.00172716 -0.01115459 -0.00224912 -0.00264001]","[ 6.27040863e-05 -7.39634037e-04 -1.69157982e-04  2.98023224e-07
 -8.03971291e-03  3.88896465e-03 -7.11312294e-02 -7.37762451e-02
 -2.21706033e-02  7.73042440e-03  2.28270888e-02 -1.02251828e-01]","[-8.22071433e-02 -1.82117820e-02  6.39796257e-04 -7.87058473e-02
 -1.75309777e-02 -1.04516149e-02 -2.90548801e-03 -5.83529472e-05
  7.19845295e-04  4.01854515e-04 -5.71435690e-03  6.58690929e-04]","[-8.41310024e-02 -2.94071436e-03 -5.01728058e-02 -9.74227190e-02
 -1.43740952e-01 -2.47419238e-01  1.97170973e-02  1.91509724e-03
  2.77459621e-04  2.31266022e-05 -4.75883484e-04 -3.91525030e-03]","[-3.18791270e-02 -2.19237804e-03 -1.45792961e-04  3.34322453e-04
 -9.79864597e-03 -2.06470490e-03 -1.36808753e-02  3.65138054e-04
  2.32458115e-05  1.04218721e-03 -4.72837687e-03 -6.95407391e-04]","[-0.00331724  0.00621754 -0.01700348  0.00017184 -0.0823698  -0.00891292
 -0.06281543  0.00248909  0.00389338 -0.05745363  0.00085169 -0.07415009]","[-0.00141853 -0.00034875  0.00982851 -0.00025547 -0.0036779   0.00703692
  0.00333434  0.00084853 -0.00022662 -0.00066155  0.00054657  0.00128734]","[-0.0005877  -0.00054842  0.01035243 -0.00281543  0.00360805  0.0327428
 -0.0421257  -0.03429586 -0.03214496 -0.02212799 -0.00602579 -0.00881332]","[-0.01179492 -0.00594956 -0.00731254 -0.00823039 -0.02578247 -0.00737822
 -0.06023741 -0.00735551  0.00481695 -0.03235459  0.01145303  0.00678229]","[-0.01925343 -0.01439244  0.00483733  0.01132512 -0.00016755  0.02201396
 -0.07541484 -0.03128564  0.0057236   0.01056272 -0.1084736  -0.11140674]","[-0.02867991  0.17342389  0.01367545  0.05539095 -0.03664827 -0.02944094
 -0.00121528  0.00075418 -0.00040293  0.00596941  0.00066525  0.00218117]","[-0.00028467  0.0464536  -0.00112945 -0.00718093  0.00055909 -0.01077139
 -0.01150429  0.01015925 -0.00940752 -0.0008741   0.00250232  0.02367061]","[ 0.01888895  0.01601022  0.07958931  0.18896919  0.02479339  0.00056404
  0.11038435 -0.00433433 -0.01216     0.00716734 -0.0805198  -0.00353849]","[ 0.02473724  0.08059967  0.04484981  0.012824   -0.04826522  0.00149637
 -0.01565742  0.          0.00345594 -0.00344288  0.00150377  0.00208527]","[ 0.08341581  0.03753459  0.13584518  0.01933748  0.01689333  0.01257342
  0.01843613  0.00746769  0.0023005  -0.00522161  0.04484266  0.10785156]","[ 0.00180459  0.04793584 -0.00451666  0.0140537  -0.00313115 -0.00568527
  0.00464475 -0.01372439 -0.00281632 -0.01953942 -0.04359984 -0.01548415]","[-4.81903553e-04  7.96574354e-03 -9.59396362e-04 -3.68188024e-02
 -9.96857882e-03  1.41676664e-02  2.11715698e-04  2.19219327e-02
 -1.46031380e-05  1.57561898e-02 -7.49230385e-05 -2.24781036e-03]","[ 0.02094817  0.00922394 -0.01285362  0.25322664  0.01939255  0.00375348
 -0.00448269  0.01313436  0.00698507 -0.00568718 -0.00066268  0.00184089]","[ 0.0052098   0.40921599  0.01750165  0.00226092  0.02399629 -0.00419658
 -0.01068974  0.00632322  0.00074106  0.00091803  0.00657892  0.0032109 ]","[ 0.03255254  0.00250816 -0.00500709  0.00430876  0.01492137  0.02779758
  0.03934813  0.0480777   0.02242696  0.07247132  0.0357458   0.02640456]","[-0.00168747  0.03742731  0.0041672  -0.03081238 -0.00660068  0.07418513
  0.02308381  0.08960968  0.01213866  0.00094044  0.06676358  0.04671353]","[ 0.17945725  0.34485346  0.26560587  0.05990773  0.08434039  0.01657891
 -0.00975424 -0.00664175  0.16186661 -0.00510174 -0.00041169 -0.00473303]","[-0.00997192  0.00189018 -0.00494421  0.00679678  0.0023762   0.03663367
  0.07624424  0.00802952  0.04376739  0.05415863  0.13583034  0.03254223]","[-0.01376718  0.00734949  0.02205157 -0.00186133  0.05864602  0.01536679
  0.06219321 -0.00145978  0.01611042  0.04057378  0.00706476  0.09924895]","[0.02279216 0.2192893  0.09978831 0.07621258 0.20643997 0.03340036
 0.06677079 0.0541364  0.11642975 0.09082478 0.01444709 0.05157292]","[ 0.10739368  0.07158959  0.08113229  0.06773913  0.05312681  0.16190249
  0.0850718   0.08173257  0.05666435 -0.00769317  0.02060628  0.12097359]"
